year,month,day,hour,map_mm,mat_degc,ptps
1980,2,13,18,0,-1.241,1
1980,2,14,0,0,-3.463,1
1980,2,14,6,0,-5.769,1
1980,2,14,12,0,-3.37,1
1980,2,14,18,0.1778,-3.954,1
1980,2,15,0,0.3302,-4.667,1
1980,2,15,6,0.381,-2.935,1
1980,2,15,12,0.3556,-1.157,0.99
1980,2,15,18,1.3716,-2.75,1
1980,2,16,0,3.4036,-1.028,0.978333333333333
1980,2,16,6,0.2032,0.204,0.786666666666667
1980,2,16,12,0,0.907,0.631666666666667
1980,2,16,18,0,-2.213,1
1980,2,17,0,0,-1.778,0.996666666666667
1980,2,17,6,0.1016,-0.769,0.946666666666667
1980,2,17,12,5.0292,0.565,0.643333333333333
1980,2,17,18,7.1882,-0.102,0.601666666666667
1980,2,18,0,8.1534,-0.343,0.701666666666667
1980,2,18,6,0.127,0.611,0.503333333333333
1980,2,18,12,2.794,2.056,0.22
1980,2,18,18,5.6134,-0.278,0.733333333333333
1980,2,19,0,7.0104,-1.204,0.946666666666667
1980,2,19,6,8.0518,-0.972,0.871666666666667
1980,2,19,12,1.1176,1.861,0.291666666666667
1980,2,19,18,0.0762,0.583,0.416666666666667
1980,2,20,0,5.3848,0.861,0.275
1980,2,20,6,3.3528,0.796,0.338333333333333
1980,2,20,12,0.127,1.583,0.298333333333333
1980,2,20,18,0,0.75,0.356666666666667
1980,2,21,0,0,-0.713,0.816666666666667
1980,2,21,6,0,-0.667,0.715
1980,2,21,12,0,4.87,0.118333333333333
1980,2,21,18,0,-1.62,0.948333333333333
1980,2,22,0,0,-3.769,1
1980,2,22,6,0,-1.111,0.828333333333333
1980,2,22,12,0,3.583,0.365
1980,2,22,18,0,-2.074,0.996666666666667
1980,2,23,0,0.0254,-3.481,1
1980,2,23,6,0.1524,-0.778,0.786666666666667
1980,2,23,12,0.1524,4.519,0.208333333333333
1980,2,23,18,0.2286,-1.194,0.96
1980,2,24,0,0.1524,0.028,0.993333333333333
1980,2,24,6,0.7112,1.944,0.43
1980,2,24,12,0.3048,3.815,0.13
1980,2,24,18,0,-0.019,0.658333333333333
1980,2,25,0,4.0132,-0.185,0.716666666666667
1980,2,25,6,4.572,3.398,0.156666666666667
1980,2,25,12,1.2192,4.954,0.0633333333333333
1980,2,25,18,4.2926,2.231,0.165
1980,2,26,0,25.4254,3.648,0.09
1980,2,26,6,15.6718,5.639,0.04
1980,2,26,12,11.0744,6.398,0.03
1980,2,26,18,7.4168,4.963,0.0483333333333333
1980,2,27,0,7.747,4.685,0.05
1980,2,27,6,3.9116,5.185,0.0466666666666667
1980,2,27,12,2.7432,6.5,0.0333333333333333
1980,2,27,18,5.207,5.37,0.0483333333333333
1980,2,28,0,11.7094,3.157,0.1
1980,2,28,6,0.1016,4.074,0.085
1980,2,28,12,0.9652,3.88,0.145
1980,2,28,18,0.5588,1.676,0.27
1980,2,29,0,0.0254,1.019,0.345
1980,2,29,6,0,1.796,0.383333333333333
1980,2,29,12,0,5.731,0.0783333333333334
1980,2,29,18,0,2.694,0.283333333333333
1980,3,1,0,0,0.028,0.838333333333333
1980,3,1,6,0,2.139,0.541666666666667
1980,3,1,12,0,6.861,0.0683333333333333
1980,3,1,18,0.4572,2.704,0.266666666666667
1980,3,2,0,0.7874,0.806,0.501666666666667
1980,3,2,6,8.7122,3.954,0.158333333333333
1980,3,2,12,3.4544,6.556,0.0483333333333333
1980,3,2,18,0.1524,0.926,0.426666666666667
1980,3,3,0,0,-0.583,0.813333333333333
1980,3,3,6,0.1524,0.056,0.658333333333333
